Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
25.9,-58.74366657,10,13,-65,0,-65,0,0
26,-57.69292113,10,10,-65,0,-65,0,0
26.1,-56.90651472,10,7,-65,0,-65,0,0
26.2,-56.38775371,10,12,-65,0,-65,0,0
26.3,-55.34508451,10,7,-65,0,-65,0,0
26.4,-54.74750493,10,8,-65,0,-65,0,0
26.5,-54.0147376,10,9,-65,0,-65,0,0
26.6,-53.13485042,10,9,-65,0,-65,0,0
26.7,-52.19264623,10,11,-65,0,-65,0,0
26.8,-50.97684503,10,8,-65,0,-65,0,0
26.9,-49.95547019,10,13,-65,0,-65,0,0
27,-48.33639911,10,8,-65,0,-65,0,0
27.1,-47.04505434,10,11,-65,0,-65,0,0
27.2,-45.30146458,10,11,-65,0,-65,0,0
27.3,-43.330952,10,7,-65,0,-65,0,0
27.4,-41.47467976,10,10,-65,0,-65,0,0
27.5,-39.02092471,10,13,-65,0,-65,0,0
27.6,-35.83141827,10,10,-65,0,-65,0,0
27.7,-32.30331235,10,11,-65,0,-65,0,0
27.8,-27.87402403,10,11,-65,0,-65,0,0
27.9,-22.29776154,10,7,-65,0,-65,0,0
28,-15.45417094,10,13,-65,0,-65,0,0
28.1,-5.624209377,10,12,-65,0,-65,0,0
28.2,8.189555823850784,10,11,-65,0,-65,0,0
28.3,28.949025730502733,10,7,-65,0,-65,0,0
28.4,-65,10,13,-65,0,-65,0,0
28.5,-64.61243017,10,13,-65,0,-65,0,0
28.6,-64.23080153,10,11,-65,0,-65,0,0
28.7,-64.05384797,10,8,-65,0,-65,0,0
28.8,-64.17803711,10,10,-65,0,-65,0,0
28.9,-64.09943599,10,12,-65,0,-65,0,0
29,-63.82068601,10,9,-65,0,-65,0,0
29.1,-63.84402618,10,11,-65,0,-65,0,0
29.2,-63.66595317,10,10,-65,0,-65,0,0
